ID,ID_ESTABELECIMENTO_ORIGINAL,TIPO_ESTABELECIMENTO,NOME,HORA_ABERTURA,HORA_FECHAMENTO,CEP,RUA,BAIRRO,ESTADO,COMPLEMENTO,DATE_FROM,DATE_TO,VERSION
5875,2959,Mercado,Dairy Queen,0 days 09:20:00,0 days 18:20:00,90460788,rua 1892,bairro 1892,estado 1892,complemento 1892,1970-01-01 00:00:00,2038-01-01,1
5876,2992,Mercado,Dairy Queen,0 days 09:20:00,0 days 18:20:00,4942775,rua 4228,bairro 4228,estado 4228,complemento 4228,1970-01-01 00:00:00,2038-01-01,1
5877,3019,Mercado,KFC,0 days 09:20:00,0 days 18:20:00,80547098,rua 526,bairro 526,estado 526,complemento 526,1970-01-01 00:00:00,2038-01-01,1
5878,3056,Mercado,Nikki's Fresh Gourmet,0 days 09:20:00,0 days 18:20:00,59609292,rua 3984,bairro 3984,estado 3984,complemento 3984,1970-01-01 00:00:00,2038-01-01,1
5879,3060,Mercado,Mellow Mushroom,0 days 09:20:00,0 days 18:20:00,80891256,rua 1084,bairro 1084,estado 1084,complemento 1084,1970-01-01 00:00:00,2038-01-01,1
5880,3071,Mercado,Taco Johns,0 days 09:20:00,0 days 18:20:00,80519189,rua 785,bairro 785,estado 785,complemento 785,1970-01-01 00:00:00,2038-01-01,1
5881,3169,Mercado,McDonald's,0 days 09:20:00,0 days 18:20:00,65435680,rua 2468,bairro 2468,estado 2468,complemento 2468,1970-01-01 00:00:00,2038-01-01,1
5882,3258,Mercado,Taco Bell,0 days 09:20:00,0 days 18:20:00,99616139,rua 3845,bairro 3845,estado 3845,complemento 3845,1970-01-01 00:00:00,2038-01-01,1
5883,3260,Mercado,Waffle House,0 days 09:20:00,0 days 18:20:00,17490644,rua 2191,bairro 2191,estado 2191,complemento 2191,1970-01-01 00:00:00,2038-01-01,1
5884,3353,Mercado,Chick-Fil-A,0 days 09:20:00,0 days 18:20:00,87966857,rua 3508,bairro 3508,estado 3508,complemento 3508,1970-01-01 00:00:00,2038-01-01,1
5885,3376,Mercado,McDonalds,0 days 09:20:00,0 days 18:20:00,68902146,rua 1180,bairro 1180,estado 1180,complemento 1180,1970-01-01 00:00:00,2038-01-01,1
5886,3397,Mercado,Dairy Queen,0 days 09:20:00,0 days 18:20:00,22803197,rua 33,bairro 33,estado 33,complemento 33,1970-01-01 00:00:00,2038-01-01,1
5887,3550,Mercado,McDonald's,0 days 09:20:00,0 days 18:20:00,58817792,rua 3660,bairro 3660,estado 3660,complemento 3660,1970-01-01 00:00:00,2038-01-01,1
5888,3582,Mercado,Burger King,0 days 09:20:00,0 days 18:20:00,68729890,rua 4905,bairro 4905,estado 4905,complemento 4905,1970-01-01 00:00:00,2038-01-01,1
5889,3592,Mercado,White Castle,0 days 09:20:00,0 days 18:20:00,56297156,rua 1944,bairro 1944,estado 1944,complemento 1944,1970-01-01 00:00:00,2038-01-01,1
5890,3731,Mercado,ChickfilA,0 days 09:20:00,0 days 18:20:00,26900626,rua 4807,bairro 4807,estado 4807,complemento 4807,1970-01-01 00:00:00,2038-01-01,1
5891,3738,Mercado,Dairy Queen,0 days 09:20:00,0 days 18:20:00,47501556,rua 823,bairro 823,estado 823,complemento 823,1970-01-01 00:00:00,2038-01-01,1
5892,3814,Mercado,Chipotle Mexican Grill,0 days 09:20:00,0 days 18:20:00,79579503,rua 3859,bairro 3859,estado 3859,complemento 3859,1970-01-01 00:00:00,2038-01-01,1
5893,3878,Mercado,Bojangles Famous Chicken n Biscuits,0 days 09:20:00,0 days 18:20:00,14713747,rua 3823,bairro 3823,estado 3823,complemento 3823,1970-01-01 00:00:00,2038-01-01,1
5894,3879,Mercado,City Bites,0 days 09:20:00,0 days 18:20:00,32622770,rua 4943,bairro 4943,estado 4943,complemento 4943,1970-01-01 00:00:00,2038-01-01,1
5895,4089,Mercado,Arby's,0 days 09:20:00,0 days 18:20:00,16092825,rua 2816,bairro 2816,estado 2816,complemento 2816,1970-01-01 00:00:00,2038-01-01,1
5896,4131,Mercado,Arby's,0 days 09:20:00,0 days 18:20:00,93341067,rua 2394,bairro 2394,estado 2394,complemento 2394,1970-01-01 00:00:00,2038-01-01,1
5897,4255,Mercado,Arby's,0 days 09:20:00,0 days 18:20:00,10075951,rua 2185,bairro 2185,estado 2185,complemento 2185,1970-01-01 00:00:00,2038-01-01,1
5898,4287,Mercado,Arby's,0 days 09:20:00,0 days 18:20:00,840067,rua 3515,bairro 3515,estado 3515,complemento 3515,1970-01-01 00:00:00,2038-01-01,1
5899,4440,Mercado,Subway,0 days 09:20:00,0 days 18:20:00,93280535,rua 3577,bairro 3577,estado 3577,complemento 3577,1970-01-01 00:00:00,2038-01-01,1
5900,4599,Mercado,Wendys,0 days 09:20:00,0 days 18:20:00,41671655,rua 1816,bairro 1816,estado 1816,complemento 1816,1970-01-01 00:00:00,2038-01-01,1
5901,4733,Mercado,Dairy Queen,0 days 09:20:00,0 days 18:20:00,56315653,rua 1360,bairro 1360,estado 1360,complemento 1360,1970-01-01 00:00:00,2038-01-01,1
5902,4822,Mercado,Taco Bell,0 days 09:20:00,0 days 18:20:00,33760805,rua 4686,bairro 4686,estado 4686,complemento 4686,1970-01-01 00:00:00,2038-01-01,1
5903,4864,Mercado,Gyro's Cafe,0 days 09:20:00,0 days 18:20:00,53392677,rua 1418,bairro 1418,estado 1418,complemento 1418,1970-01-01 00:00:00,2038-01-01,1
5904,4922,Mercado,Frisch's Big Boy,0 days 09:20:00,0 days 18:20:00,22254660,rua 1153,bairro 1153,estado 1153,complemento 1153,1970-01-01 00:00:00,2038-01-01,1
5905,4946,Mercado,Hardees,0 days 09:20:00,0 days 18:20:00,5001497,rua 3129,bairro 3129,estado 3129,complemento 3129,1970-01-01 00:00:00,2038-01-01,1
5906,5138,Mercado,SUBWAY,0 days 09:20:00,0 days 18:20:00,75316007,rua 2344,bairro 2344,estado 2344,complemento 2344,1970-01-01 00:00:00,2038-01-01,1
5907,5161,Mercado,Bob Evans,0 days 09:20:00,0 days 18:20:00,21772749,rua 2857,bairro 2857,estado 2857,complemento 2857,1970-01-01 00:00:00,2038-01-01,1
5908,5255,Mercado,Pizza Hut,0 days 09:20:00,0 days 18:20:00,25333119,rua 916,bairro 916,estado 916,complemento 916,1970-01-01 00:00:00,2038-01-01,1
5909,5270,Mercado,Subway,0 days 09:20:00,0 days 18:20:00,15743943,rua 4435,bairro 4435,estado 4435,complemento 4435,1970-01-01 00:00:00,2038-01-01,1
5910,5381,Mercado,Wendys,0 days 09:20:00,0 days 18:20:00,66188076,rua 1520,bairro 1520,estado 1520,complemento 1520,1970-01-01 00:00:00,2038-01-01,1
5911,5427,Mercado,Subway,0 days 09:20:00,0 days 18:20:00,60252809,rua 2080,bairro 2080,estado 2080,complemento 2080,1970-01-01 00:00:00,2038-01-01,1
5912,5462,Mercado,Domino's Pizza,0 days 09:20:00,0 days 18:20:00,68442046,rua 4139,bairro 4139,estado 4139,complemento 4139,1970-01-01 00:00:00,2038-01-01,1
5913,5495,Mercado,Subway,0 days 09:20:00,0 days 18:20:00,33796789,rua 426,bairro 426,estado 426,complemento 426,1970-01-01 00:00:00,2038-01-01,1
5914,5679,Mercado,Next Level Burger,0 days 09:20:00,0 days 18:20:00,24600486,rua 828,bairro 828,estado 828,complemento 828,1970-01-01 00:00:00,2038-01-01,1
5915,5699,Mercado,Hardees,0 days 09:20:00,0 days 18:20:00,23885101,rua 193,bairro 193,estado 193,complemento 193,1970-01-01 00:00:00,2038-01-01,1
5916,5754,Mercado,Dairy Queen Grill Chill,0 days 09:20:00,0 days 18:20:00,48318740,rua 1732,bairro 1732,estado 1732,complemento 1732,1970-01-01 00:00:00,2038-01-01,1
5917,5757,Mercado,KFC,0 days 09:20:00,0 days 18:20:00,91750260,rua 4008,bairro 4008,estado 4008,complemento 4008,1970-01-01 00:00:00,2038-01-01,1
5918,5788,Mercado,Panda Express,0 days 09:20:00,0 days 18:20:00,69234211,rua 2984,bairro 2984,estado 2984,complemento 2984,1970-01-01 00:00:00,2038-01-01,1
5919,5803,Mercado,Dairy Queen Grill & Chill,0 days 09:20:00,0 days 18:20:00,16395844,rua 2771,bairro 2771,estado 2771,complemento 2771,1970-01-01 00:00:00,2038-01-01,1
5920,5818,Mercado,SUBWAY,0 days 09:20:00,0 days 18:20:00,5616375,rua 733,bairro 733,estado 733,complemento 733,1970-01-01 00:00:00,2038-01-01,1
5921,5907,Mercado,Jack in the Box,0 days 09:20:00,0 days 18:20:00,41487147,rua 3292,bairro 3292,estado 3292,complemento 3292,1970-01-01 00:00:00,2038-01-01,1
5922,5974,Mercado,Burger King,0 days 09:20:00,0 days 18:20:00,26832912,rua 3578,bairro 3578,estado 3578,complemento 3578,1970-01-01 00:00:00,2038-01-01,1
5923,5988,Mercado,Al's Burger Shack,0 days 09:20:00,0 days 18:20:00,36918731,rua 1894,bairro 1894,estado 1894,complemento 1894,1970-01-01 00:00:00,2038-01-01,1
5924,6032,Mercado,Subway,0 days 09:20:00,0 days 18:20:00,60697515,rua 4550,bairro 4550,estado 4550,complemento 4550,1970-01-01 00:00:00,2038-01-01,1
5925,6089,Mercado,Rancho Fiesta Mexican Restaurant,0 days 09:20:00,0 days 18:20:00,60298974,rua 411,bairro 411,estado 411,complemento 411,1970-01-01 00:00:00,2038-01-01,1
5926,6480,Mercado,McDonalds,0 days 09:20:00,0 days 18:20:00,16360365,rua 4138,bairro 4138,estado 4138,complemento 4138,1970-01-01 00:00:00,2038-01-01,1
5927,6524,Mercado,Burger King,0 days 09:20:00,0 days 18:20:00,8587595,rua 1566,bairro 1566,estado 1566,complemento 1566,1970-01-01 00:00:00,2038-01-01,1
5928,6627,Mercado,Pizza Hut,0 days 09:20:00,0 days 18:20:00,51977218,rua 4318,bairro 4318,estado 4318,complemento 4318,1970-01-01 00:00:00,2038-01-01,1
5929,6628,Mercado,Chipotle,0 days 09:20:00,0 days 18:20:00,77106477,rua 4642,bairro 4642,estado 4642,complemento 4642,1970-01-01 00:00:00,2038-01-01,1
5930,6671,Mercado,Subway,0 days 09:20:00,0 days 18:20:00,27441379,rua 2566,bairro 2566,estado 2566,complemento 2566,1970-01-01 00:00:00,2038-01-01,1
5931,6701,Mercado,Blimpie,0 days 09:20:00,0 days 18:20:00,6060838,rua 469,bairro 469,estado 469,complemento 469,1970-01-01 00:00:00,2038-01-01,1
5932,6725,Mercado,Subway,0 days 09:20:00,0 days 18:20:00,12506380,rua 2952,bairro 2952,estado 2952,complemento 2952,1970-01-01 00:00:00,2038-01-01,1
5933,6742,Mercado,Wendys,0 days 09:20:00,0 days 18:20:00,88354618,rua 1286,bairro 1286,estado 1286,complemento 1286,1970-01-01 00:00:00,2038-01-01,1
5934,6799,Mercado,Breadeaux Pizza,0 days 09:20:00,0 days 18:20:00,59278275,rua 2551,bairro 2551,estado 2551,complemento 2551,1970-01-01 00:00:00,2038-01-01,1
5935,6855,Mercado,Jersey Mike's Subs,0 days 09:20:00,0 days 18:20:00,81609597,rua 4964,bairro 4964,estado 4964,complemento 4964,1970-01-01 00:00:00,2038-01-01,1
5936,6880,Mercado,McDonald's,0 days 09:20:00,0 days 18:20:00,39137712,rua 2555,bairro 2555,estado 2555,complemento 2555,1970-01-01 00:00:00,2038-01-01,1
5937,6996,Mercado,Jack in the Box,0 days 09:20:00,0 days 18:20:00,51581342,rua 1419,bairro 1419,estado 1419,complemento 1419,1970-01-01 00:00:00,2038-01-01,1
5938,7040,Mercado,Carl's Jr.,0 days 09:20:00,0 days 18:20:00,36706059,rua 92,bairro 92,estado 92,complemento 92,1970-01-01 00:00:00,2038-01-01,1
5939,7103,Mercado,Dairy Queen,0 days 09:20:00,0 days 18:20:00,88493577,rua 922,bairro 922,estado 922,complemento 922,1970-01-01 00:00:00,2038-01-01,1
5940,7129,Mercado,Pizza Hut,0 days 09:20:00,0 days 18:20:00,63505258,rua 3205,bairro 3205,estado 3205,complemento 3205,1970-01-01 00:00:00,2038-01-01,1
5941,7149,Mercado,Pizza Hut,0 days 09:20:00,0 days 18:20:00,17029453,rua 4444,bairro 4444,estado 4444,complemento 4444,1970-01-01 00:00:00,2038-01-01,1
5942,7278,Mercado,Taco Bell,0 days 09:20:00,0 days 18:20:00,76262203,rua 3044,bairro 3044,estado 3044,complemento 3044,1970-01-01 00:00:00,2038-01-01,1
5943,7324,Mercado,SUBWAY,0 days 09:20:00,0 days 18:20:00,84396794,rua 833,bairro 833,estado 833,complemento 833,1970-01-01 00:00:00,2038-01-01,1
5944,7522,Mercado,Bootleggers Old Town Tavern Grill,0 days 09:20:00,0 days 18:20:00,42441630,rua 2806,bairro 2806,estado 2806,complemento 2806,1970-01-01 00:00:00,2038-01-01,1
5945,7574,Mercado,Moe's Southwest Grill,0 days 09:20:00,0 days 18:20:00,97029349,rua 2807,bairro 2807,estado 2807,complemento 2807,1970-01-01 00:00:00,2038-01-01,1
5946,7684,Mercado,Dairy Queen,0 days 09:20:00,0 days 18:20:00,63237714,rua 1950,bairro 1950,estado 1950,complemento 1950,1970-01-01 00:00:00,2038-01-01,1
5947,7688,Mercado,Napoli's Pizza,0 days 09:20:00,0 days 18:20:00,30788347,rua 4450,bairro 4450,estado 4450,complemento 4450,1970-01-01 00:00:00,2038-01-01,1
5948,7860,Mercado,Waffle House,0 days 09:20:00,0 days 18:20:00,41675010,rua 2202,bairro 2202,estado 2202,complemento 2202,1970-01-01 00:00:00,2038-01-01,1
5949,8007,Mercado,Subway,0 days 09:20:00,0 days 18:20:00,92302319,rua 1328,bairro 1328,estado 1328,complemento 1328,1970-01-01 00:00:00,2038-01-01,1
5950,8055,Mercado,Cousins Seafood Bento,0 days 09:20:00,0 days 18:20:00,70081275,rua 4172,bairro 4172,estado 4172,complemento 4172,1970-01-01 00:00:00,2038-01-01,1
5951,8115,Mercado,Sonic Drive-In,0 days 09:20:00,0 days 18:20:00,76262203,rua 3044,bairro 3044,estado 3044,complemento 3044,1970-01-01 00:00:00,2038-01-01,1
5952,8245,Mercado,Subway,0 days 09:20:00,0 days 18:20:00,75579283,rua 2336,bairro 2336,estado 2336,complemento 2336,1970-01-01 00:00:00,2038-01-01,1
5953,8348,Mercado,Culver's,0 days 09:20:00,0 days 18:20:00,49654417,rua 696,bairro 696,estado 696,complemento 696,1970-01-01 00:00:00,2038-01-01,1
5954,8427,Mercado,KFC,0 days 09:20:00,0 days 18:20:00,72524900,rua 3250,bairro 3250,estado 3250,complemento 3250,1970-01-01 00:00:00,2038-01-01,1
5955,8495,Mercado,McDonald's,0 days 09:20:00,0 days 18:20:00,22806469,rua 2594,bairro 2594,estado 2594,complemento 2594,1970-01-01 00:00:00,2038-01-01,1
5956,8502,Mercado,McDonald's,0 days 09:20:00,0 days 18:20:00,24600486,rua 828,bairro 828,estado 828,complemento 828,1970-01-01 00:00:00,2038-01-01,1
5957,8538,Mercado,Burger King,0 days 09:20:00,0 days 18:20:00,64417283,rua 709,bairro 709,estado 709,complemento 709,1970-01-01 00:00:00,2038-01-01,1
5958,8541,Mercado,Wendy's,0 days 09:20:00,0 days 18:20:00,38248482,rua 4570,bairro 4570,estado 4570,complemento 4570,1970-01-01 00:00:00,2038-01-01,1
5959,8681,Mercado,Sonic Drive-In,0 days 09:20:00,0 days 18:20:00,58150762,rua 2098,bairro 2098,estado 2098,complemento 2098,1970-01-01 00:00:00,2038-01-01,1
5960,9122,Mercado,Red Angel Pizza,0 days 09:20:00,0 days 18:20:00,69800519,rua 3940,bairro 3940,estado 3940,complemento 3940,1970-01-01 00:00:00,2038-01-01,1
5961,9202,Mercado,Panera Bread,0 days 09:20:00,0 days 18:20:00,65909209,rua 81,bairro 81,estado 81,complemento 81,1970-01-01 00:00:00,2038-01-01,1
5962,9248,Mercado,McDonald's,0 days 09:20:00,0 days 18:20:00,93267575,rua 2320,bairro 2320,estado 2320,complemento 2320,1970-01-01 00:00:00,2038-01-01,1
5963,9351,Mercado,SUBWAY,0 days 09:20:00,0 days 18:20:00,79185441,rua 498,bairro 498,estado 498,complemento 498,1970-01-01 00:00:00,2038-01-01,1
5964,9390,Mercado,SUBWAY,0 days 09:20:00,0 days 18:20:00,39768555,rua 904,bairro 904,estado 904,complemento 904,1970-01-01 00:00:00,2038-01-01,1
5965,9530,Mercado,KFC,0 days 09:20:00,0 days 18:20:00,18907195,rua 4355,bairro 4355,estado 4355,complemento 4355,1970-01-01 00:00:00,2038-01-01,1
5966,9552,Mercado,Shake Shack,0 days 09:20:00,0 days 18:20:00,25354651,rua 2598,bairro 2598,estado 2598,complemento 2598,1970-01-01 00:00:00,2038-01-01,1
5967,9560,Mercado,Penn Station East Coast Subs,0 days 09:20:00,0 days 18:20:00,30673543,rua 410,bairro 410,estado 410,complemento 410,1970-01-01 00:00:00,2038-01-01,1
5968,9566,Mercado,SUBWAY,0 days 09:20:00,0 days 18:20:00,93799543,rua 561,bairro 561,estado 561,complemento 561,1970-01-01 00:00:00,2038-01-01,1
5969,9618,Mercado,KFC,0 days 09:20:00,0 days 18:20:00,70162036,rua 2875,bairro 2875,estado 2875,complemento 2875,1970-01-01 00:00:00,2038-01-01,1
5970,9681,Mercado,KFC,0 days 09:20:00,0 days 18:20:00,80892409,rua 1396,bairro 1396,estado 1396,complemento 1396,1970-01-01 00:00:00,2038-01-01,1
5971,9685,Mercado,Twin Pines Drive-In,0 days 09:20:00,0 days 18:20:00,30415672,rua 1535,bairro 1535,estado 1535,complemento 1535,1970-01-01 00:00:00,2038-01-01,1
5972,9797,Mercado,Burger King,0 days 09:20:00,0 days 18:20:00,72454793,rua 65,bairro 65,estado 65,complemento 65,1970-01-01 00:00:00,2038-01-01,1
5973,9838,Mercado,McDonalds,0 days 09:20:00,0 days 18:20:00,81576858,rua 2584,bairro 2584,estado 2584,complemento 2584,1970-01-01 00:00:00,2038-01-01,1
5974,9941,Mercado,Carls Jr,0 days 09:20:00,0 days 18:20:00,85899660,rua 3868,bairro 3868,estado 3868,complemento 3868,1970-01-01 00:00:00,2038-01-01,1
5975,9986,Mercado,Waffle House,0 days 09:20:00,0 days 18:20:00,33486415,rua 4253,bairro 4253,estado 4253,complemento 4253,1970-01-01 00:00:00,2038-01-01,1
5976,55,Restaurante,Sonic Drive-In,0 days 07:50:00,0 days 16:50:00,21166465,rua 2694,bairro 2694,estado 2694,complemento 2694,1970-01-01 00:00:00,2038-01-01,1
5977,61,Restaurante,Dreamland Bar B Que,0 days 07:50:00,0 days 16:50:00,34463714,rua 2943,bairro 2943,estado 2943,complemento 2943,1970-01-01 00:00:00,2038-01-01,1
5978,107,Restaurante,Burger King,0 days 07:50:00,0 days 16:50:00,47314214,rua 2895,bairro 2895,estado 2895,complemento 2895,1970-01-01 00:00:00,2038-01-01,1
5979,115,Restaurante,Domino's Pizza,0 days 07:50:00,0 days 16:50:00,4948840,rua 3244,bairro 3244,estado 3244,complemento 3244,1970-01-01 00:00:00,2038-01-01,1
5980,168,Restaurante,Subway,0 days 07:50:00,0 days 16:50:00,1247490,rua 4109,bairro 4109,estado 4109,complemento 4109,1970-01-01 00:00:00,2038-01-01,1
5981,174,Restaurante,McDonald's,0 days 07:50:00,0 days 16:50:00,90123946,rua 4752,bairro 4752,estado 4752,complemento 4752,1970-01-01 00:00:00,2038-01-01,1
5982,232,Restaurante,Popeyes Louisiana Kitchen,0 days 07:50:00,0 days 16:50:00,83806136,rua 2221,bairro 2221,estado 2221,complemento 2221,1970-01-01 00:00:00,2038-01-01,1
5983,269,Restaurante,KFC,0 days 07:50:00,0 days 16:50:00,60697515,rua 4550,bairro 4550,estado 4550,complemento 4550,1970-01-01 00:00:00,2038-01-01,1
5984,392,Restaurante,Little Caesars Pizza,0 days 07:50:00,0 days 16:50:00,95661646,rua 4576,bairro 4576,estado 4576,complemento 4576,1970-01-01 00:00:00,2038-01-01,1
5985,441,Restaurante,Quiznos,0 days 07:50:00,0 days 16:50:00,20338752,rua 654,bairro 654,estado 654,complemento 654,1970-01-01 00:00:00,2038-01-01,1
5986,572,Restaurante,Subway,0 days 07:50:00,0 days 16:50:00,18708759,rua 4010,bairro 4010,estado 4010,complemento 4010,1970-01-01 00:00:00,2038-01-01,1
5987,638,Restaurante,Sbarro,0 days 07:50:00,0 days 16:50:00,19859333,rua 1026,bairro 1026,estado 1026,complemento 1026,1970-01-01 00:00:00,2038-01-01,1
5988,681,Restaurante,Taco Bell,0 days 07:50:00,0 days 16:50:00,26563590,rua 4811,bairro 4811,estado 4811,complemento 4811,1970-01-01 00:00:00,2038-01-01,1
5989,701,Restaurante,Syros Greek Italian Restaurant,0 days 07:50:00,0 days 16:50:00,77504903,rua 4649,bairro 4649,estado 4649,complemento 4649,1970-01-01 00:00:00,2038-01-01,1
5990,819,Restaurante,Panera Bread,0 days 07:50:00,0 days 16:50:00,47978302,rua 4188,bairro 4188,estado 4188,complemento 4188,1970-01-01 00:00:00,2038-01-01,1
5991,949,Restaurante,Culver's,0 days 07:50:00,0 days 16:50:00,14844723,rua 117,bairro 117,estado 117,complemento 117,1970-01-01 00:00:00,2038-01-01,1
5992,1026,Restaurante,Yen Ching Restaurant,0 days 07:50:00,0 days 16:50:00,72375471,rua 3233,bairro 3233,estado 3233,complemento 3233,1970-01-01 00:00:00,2038-01-01,1
5993,1053,Restaurante,Wendy's,0 days 07:50:00,0 days 16:50:00,44418636,rua 3735,bairro 3735,estado 3735,complemento 3735,1970-01-01 00:00:00,2038-01-01,1
5994,1163,Restaurante,China Cafe Restaurant,0 days 07:50:00,0 days 16:50:00,92387239,rua 1254,bairro 1254,estado 1254,complemento 1254,1970-01-01 00:00:00,2038-01-01,1
5995,1181,Restaurante,Moon's Mongolian Grill,0 days 07:50:00,0 days 16:50:00,40830188,rua 1204,bairro 1204,estado 1204,complemento 1204,1970-01-01 00:00:00,2038-01-01,1
5996,1199,Restaurante,Burger King,0 days 07:50:00,0 days 16:50:00,48684915,rua 1571,bairro 1571,estado 1571,complemento 1571,1970-01-01 00:00:00,2038-01-01,1
5997,1350,Restaurante,Subway,0 days 07:50:00,0 days 16:50:00,76343193,rua 4537,bairro 4537,estado 4537,complemento 4537,1970-01-01 00:00:00,2038-01-01,1
5998,1358,Restaurante,Wendy's,0 days 07:50:00,0 days 16:50:00,56498521,rua 2494,bairro 2494,estado 2494,complemento 2494,1970-01-01 00:00:00,2038-01-01,1
5999,1515,Restaurante,SUBWAY,0 days 07:50:00,0 days 16:50:00,29492978,rua 3189,bairro 3189,estado 3189,complemento 3189,1970-01-01 00:00:00,2038-01-01,1
6000,1561,Restaurante,McDonald's,0 days 07:50:00,0 days 16:50:00,57202282,rua 2059,bairro 2059,estado 2059,complemento 2059,1970-01-01 00:00:00,2038-01-01,1
6001,1677,Restaurante,Burger King,0 days 07:50:00,0 days 16:50:00,8658998,rua 19,bairro 19,estado 19,complemento 19,1970-01-01 00:00:00,2038-01-01,1
6002,1692,Restaurante,Wendy's,0 days 07:50:00,0 days 16:50:00,2083447,rua 1429,bairro 1429,estado 1429,complemento 1429,1970-01-01 00:00:00,2038-01-01,1
6003,1734,Restaurante,Genghis Grill,0 days 07:50:00,0 days 16:50:00,498169,rua 4209,bairro 4209,estado 4209,complemento 4209,1970-01-01 00:00:00,2038-01-01,1
6004,1739,Restaurante,McDonald's,0 days 07:50:00,0 days 16:50:00,12163541,rua 2674,bairro 2674,estado 2674,complemento 2674,1970-01-01 00:00:00,2038-01-01,1
6005,1801,Restaurante,Chick-fil-A,0 days 07:50:00,0 days 16:50:00,88354618,rua 1286,bairro 1286,estado 1286,complemento 1286,1970-01-01 00:00:00,2038-01-01,1
6006,1857,Restaurante,Pizza Hut,0 days 07:50:00,0 days 16:50:00,83815596,rua 607,bairro 607,estado 607,complemento 607,1970-01-01 00:00:00,2038-01-01,1
6007,1884,Restaurante,Ellie's Mutt Hut & Vegetarian,0 days 07:50:00,0 days 16:50:00,62410960,rua 1984,bairro 1984,estado 1984,complemento 1984,1970-01-01 00:00:00,2038-01-01,1
6008,1943,Restaurante,Subway,0 days 07:50:00,0 days 16:50:00,61936786,rua 1765,bairro 1765,estado 1765,complemento 1765,1970-01-01 00:00:00,2038-01-01,1
6009,2084,Restaurante,SUBWAY,0 days 07:50:00,0 days 16:50:00,79866325,rua 2524,bairro 2524,estado 2524,complemento 2524,1970-01-01 00:00:00,2038-01-01,1
6010,2216,Restaurante,McDonald's,0 days 07:50:00,0 days 16:50:00,79560696,rua 1869,bairro 1869,estado 1869,complemento 1869,1970-01-01 00:00:00,2038-01-01,1
6011,2238,Restaurante,McDonald's,0 days 07:50:00,0 days 16:50:00,31977187,rua 4494,bairro 4494,estado 4494,complemento 4494,1970-01-01 00:00:00,2038-01-01,1
6012,2241,Restaurante,Panera Bread,0 days 07:50:00,0 days 16:50:00,30212593,rua 3426,bairro 3426,estado 3426,complemento 3426,1970-01-01 00:00:00,2038-01-01,1
6013,2295,Restaurante,Burger King,0 days 07:50:00,0 days 16:50:00,5401924,rua 811,bairro 811,estado 811,complemento 811,1970-01-01 00:00:00,2038-01-01,1
6014,2404,Restaurante,Burger King,0 days 07:50:00,0 days 16:50:00,32312103,rua 4947,bairro 4947,estado 4947,complemento 4947,1970-01-01 00:00:00,2038-01-01,1
6015,2405,Restaurante,McDonald's,0 days 07:50:00,0 days 16:50:00,93834413,rua 5,bairro 5,estado 5,complemento 5,1970-01-01 00:00:00,2038-01-01,1
6016,2495,Restaurante,Taco Bell,0 days 07:50:00,0 days 16:50:00,17881937,rua 4873,bairro 4873,estado 4873,complemento 4873,1970-01-01 00:00:00,2038-01-01,1
6017,2511,Restaurante,Five Guys Burgers Fries,0 days 07:50:00,0 days 16:50:00,44897289,rua 165,bairro 165,estado 165,complemento 165,1970-01-01 00:00:00,2038-01-01,1
6018,2531,Restaurante,McDonald's,0 days 07:50:00,0 days 16:50:00,76528148,rua 3617,bairro 3617,estado 3617,complemento 3617,1970-01-01 00:00:00,2038-01-01,1
6019,2534,Restaurante,QDOBA Mexican Eats,0 days 07:50:00,0 days 16:50:00,59224775,rua 3139,bairro 3139,estado 3139,complemento 3139,1970-01-01 00:00:00,2038-01-01,1
6020,2610,Restaurante,Grub House,0 days 07:50:00,0 days 16:50:00,34508161,rua 4864,bairro 4864,estado 4864,complemento 4864,1970-01-01 00:00:00,2038-01-01,1
6021,2620,Restaurante,QDOBA Mexican Eats,0 days 07:50:00,0 days 16:50:00,53331122,rua 2927,bairro 2927,estado 2927,complemento 2927,1970-01-01 00:00:00,2038-01-01,1
6022,2684,Restaurante,Vertoris Pizza House,0 days 07:50:00,0 days 16:50:00,18055043,rua 4072,bairro 4072,estado 4072,complemento 4072,1970-01-01 00:00:00,2038-01-01,1
6023,2701,Restaurante,SUBWAY,0 days 07:50:00,0 days 16:50:00,5893849,rua 4639,bairro 4639,estado 4639,complemento 4639,1970-01-01 00:00:00,2038-01-01,1
6024,2752,Restaurante,Chipotle Mexican Grill,0 days 07:50:00,0 days 16:50:00,53411575,rua 3306,bairro 3306,estado 3306,complemento 3306,1970-01-01 00:00:00,2038-01-01,1
6025,2853,Restaurante,Pizza Hut,0 days 07:50:00,0 days 16:50:00,62295557,rua 3954,bairro 3954,estado 3954,complemento 3954,1970-01-01 00:00:00,2038-01-01,1
6026,2862,Restaurante,Pizza Hut,0 days 07:50:00,0 days 16:50:00,62042085,rua 2198,bairro 2198,estado 2198,complemento 2198,1970-01-01 00:00:00,2038-01-01,1
6027,2887,Restaurante,McAlister's Deli,0 days 07:50:00,0 days 16:50:00,33075443,rua 1723,bairro 1723,estado 1723,complemento 1723,1970-01-01 00:00:00,2038-01-01,1
6028,2923,Restaurante,Panda Express,0 days 07:50:00,0 days 16:50:00,81888304,rua 3111,bairro 3111,estado 3111,complemento 3111,1970-01-01 00:00:00,2038-01-01,1
