Alimento_ID,DATA_ID,ESTABELECIMENTO_ID,CARBOIDRATO,GORDURA_SATURADA,GORDURA_INSATURADA,LACTOSE,PROTEINA
5667,5661,2340,10,6,5,14,15
5668,1910,8182,20,1,8,10,1
5668,2359,2979,20,1,8,10,1
5668,2475,2787,20,1,8,10,1
5670,3876,3896,8,8,4,9,1
5671,3020,221,13,5,3,8,18
5674,1183,33,3,5,10,15,9
5674,5290,8954,3,5,10,15,9
5674,5739,3100,3,5,10,15,9
5674,6088,7524,3,5,10,15,9
5675,239,7871,16,6,4,9,11
5675,1130,7429,16,6,4,9,11
5675,1751,9341,16,6,4,9,11
5675,6864,1003,16,6,4,9,11
5676,6712,1698,0,5,4,15,19
5677,4756,4952,3,7,6,8,17
5678,3157,2788,6,2,0,0,17
5678,3674,7621,6,2,0,0,17
5678,4202,2022,6,2,0,0,17
5679,547,583,12,10,0,12,2
5679,1532,9655,12,10,0,12,2
5679,2593,8841,12,10,0,12,2
5679,5534,9072,12,10,0,12,2
5680,6580,1423,20,5,3,7,4
5681,1969,1676,6,0,10,5,4
5681,3912,5675,6,0,10,5,4
5682,6326,4708,1,0,1,13,9
5683,2602,7203,4,5,8,0,16
5684,4392,4086,10,1,0,6,18
5685,2452,5567,20,5,9,5,4
5686,1647,5264,9,10,2,1,13
5686,4435,9047,9,10,2,1,13
5688,320,2845,8,10,0,15,7
5688,5607,1418,8,10,0,15,7
5690,695,4716,5,2,10,6,4
5691,1692,6790,16,3,6,11,3
5691,3785,1122,16,3,6,11,3
5692,3390,8654,3,10,4,12,17
5692,4448,1791,3,10,4,12,17
5692,6155,2279,3,10,4,12,17
5693,4247,2979,1,4,9,6,17
5694,2595,344,9,5,10,8,14
5696,1351,213,19,0,6,10,8
5696,5224,4482,19,0,6,10,8
5697,1665,7287,20,1,10,10,13
5697,6854,6601,20,1,10,10,13
5698,1372,3517,12,2,8,12,11
5698,1445,2491,12,2,8,12,11
5698,6463,3969,12,2,8,12,11
5699,429,7374,1,5,1,15,14
5699,3797,1534,1,5,1,15,14
5699,4214,976,1,5,1,15,14
5700,5520,2549,6,5,8,1,20
5701,5867,61,9,3,8,2,4
5702,965,2008,19,4,7,14,16
5703,4842,9512,4,8,0,9,1
5704,6686,1015,9,4,5,3,16
5705,1554,1231,8,9,5,13,14
5705,2125,6665,8,9,5,13,14
5707,915,7253,0,0,10,0,10
5707,2855,6794,0,0,10,0,10
5707,3617,6627,0,0,10,0,10
5708,4281,8884,18,6,8,2,3
5708,4872,5095,18,6,8,2,3
5709,3785,3916,19,1,5,5,16
5709,3795,4555,19,1,5,5,16
5709,5339,259,19,1,5,5,16
5710,5579,3053,6,7,9,8,13
5711,770,8297,7,1,8,11,4
5711,2089,436,7,1,8,11,4
5712,565,8924,0,2,2,7,10
5712,3187,5478,0,2,2,7,10
5712,4930,2028,0,2,2,7,10
5713,6848,2685,3,8,0,5,10
5714,6326,5179,18,9,1,10,20
5715,1329,1984,3,0,5,14,9
5715,2459,6933,3,0,5,14,9
5716,4151,8676,19,4,3,6,13
5716,5055,9337,19,4,3,6,13
5718,985,9751,17,10,9,1,16
5718,5918,1876,17,10,9,1,16
5719,6224,678,6,3,4,9,10
5720,343,948,10,3,5,0,6
5720,4536,8156,10,3,5,0,6
5721,397,2176,8,10,7,3,12
5721,4210,2755,8,10,7,3,12
5724,1899,1796,10,0,6,3,0
5724,2121,3758,10,0,6,3,0
5724,6334,4223,10,0,6,3,0
5726,345,2397,13,2,7,11,18
5726,3050,3213,13,2,7,11,18
5726,5790,9112,13,2,7,11,18
5729,2095,1986,1,6,4,2,9
5730,2297,3384,3,5,2,13,13
5733,823,6431,7,4,7,5,7
5733,5999,2117,7,4,7,5,7
5734,3183,109,20,7,0,9,4
5735,2430,8725,13,2,7,11,18
5735,4406,9207,13,2,7,11,18
5736,4286,8014,15,5,6,12,5
5736,6849,2970,15,5,6,12,5
5737,5009,6095,3,7,4,1,0
5737,5258,5526,3,7,4,1,0
5738,5626,9804,3,5,0,0,12
5739,2808,127,1,4,4,2,10
5739,3882,1915,1,4,4,2,10
5739,6417,4509,1,4,4,2,10
5740,2927,8874,6,10,6,0,5
5741,605,8848,13,8,2,3,13
5741,660,867,13,8,2,3,13
5741,1819,2386,13,8,2,3,13
5741,4616,3148,13,8,2,3,13
5741,6690,8605,13,8,2,3,13
5741,6836,9755,13,8,2,3,13
5742,798,9214,15,7,8,1,0
5742,5377,9076,15,7,8,1,0
5743,3029,2714,8,5,6,13,19
5743,6344,8173,8,5,6,13,19
5744,3186,8587,19,6,2,15,17
5744,5303,701,19,6,2,15,17
5744,6210,6537,19,6,2,15,17
5745,4560,6762,17,1,1,2,17
5745,6071,5727,17,1,1,2,17
5746,346,4139,14,6,0,5,15
5746,1820,4117,14,6,0,5,15
5746,3905,2679,14,6,0,5,15
5748,2581,2592,10,9,2,12,4
5748,3593,6841,10,9,2,12,4
5749,1724,2430,8,3,0,11,20
5749,3265,4488,8,3,0,11,20
5749,5701,3082,8,3,0,11,20
5750,6771,6150,8,7,6,9,19
5751,6191,2177,10,3,3,3,14
5752,4744,7021,10,5,7,9,10
5753,387,5865,12,3,4,3,17
5755,4246,8456,12,9,7,13,13
5755,6822,4010,12,9,7,13,13
5757,3870,689,9,2,1,3,5
5760,6695,3669,8,0,9,15,8
5761,2422,8395,9,4,6,15,2
5761,2517,1466,9,4,6,15,2
5761,5097,162,9,4,6,15,2
5761,5275,1455,9,4,6,15,2
5761,6287,9133,9,4,6,15,2
5762,1545,7966,5,6,10,11,11
5762,3548,2516,5,6,10,11,11
5762,5054,2877,5,6,10,11,11
5764,4572,7012,8,4,4,15,4
5765,4980,8955,20,6,0,2,3
5766,4190,154,12,9,1,3,13
5769,2533,2210,16,1,5,14,14
5769,5591,8674,16,1,5,14,14
5770,1274,8119,1,4,10,13,20
5770,6832,7438,1,4,10,13,20
5771,466,9297,16,0,5,0,19
5771,665,7330,16,0,5,0,19
5772,1361,8101,10,0,1,7,0
5774,4218,1163,9,1,5,6,1
5775,5344,1311,4,2,6,2,6
5775,6040,310,4,2,6,2,6
5775,6829,1194,4,2,6,2,6
5777,2205,4596,14,10,7,13,18
5777,4437,5591,14,10,7,13,18
5777,4704,8305,14,10,7,13,18
5779,4642,5874,18,4,6,6,7
5779,6397,6965,18,4,6,6,7
5781,5066,2256,5,0,3,5,13
5781,5748,4662,5,0,3,5,13
5782,2777,2690,17,5,1,12,8
5783,1985,2002,14,9,4,5,20
5784,1483,8044,11,3,8,1,16
5784,4921,7880,11,3,8,1,16
5785,4258,6837,5,8,1,13,14
5785,4651,5241,5,8,1,13,14
5785,5726,1478,5,8,1,13,14
5786,199,209,2,0,6,3,13
5788,1161,6921,4,3,1,7,20
5788,2557,1814,4,3,1,7,20
5788,3451,3616,4,3,1,7,20
5789,4307,9602,6,7,2,0,3
5789,4617,2336,6,7,2,0,3
5790,2120,2258,11,0,2,4,4
5790,5304,2032,11,0,2,4,4
5790,5670,6864,11,0,2,4,4
5791,969,4401,20,2,4,5,13
5791,3927,9357,20,2,4,5,13
5791,5248,1623,20,2,4,5,13
5791,6053,328,20,2,4,5,13
5792,1988,5639,7,5,2,9,5
5792,3297,2128,7,5,2,9,5
5793,5373,5880,10,1,3,3,3
5793,6866,997,10,1,3,3,3
5794,6757,3304,20,3,10,15,11
5795,1329,4690,1,3,4,15,8
5797,4863,9983,3,7,9,4,20
5797,6830,9123,3,7,9,4,20
5798,2686,5806,13,1,4,0,17
5798,6872,5012,13,1,4,0,17
5799,74,1992,5,6,5,10,10
5799,2084,2445,5,6,5,10,10
5800,3193,9879,8,0,4,4,5
5801,2902,5657,13,2,0,7,17
5801,6316,3942,13,2,0,7,17
5804,81,9300,14,6,1,7,16
5805,69,6231,10,0,5,10,13
5805,4570,638,10,0,5,10,13
5809,2850,5510,8,1,3,13,8
5809,5701,737,8,1,3,13,8
5811,1709,6013,9,4,9,9,0
5811,4850,565,9,4,9,9,0
5812,3,4191,14,9,5,2,0
5812,2681,8910,14,9,5,2,0
5813,4275,2894,4,5,3,0,12
5813,5756,6113,4,5,3,0,12
5814,2426,7687,15,2,6,4,7
5814,5103,2382,15,2,6,4,7
5814,5989,681,15,2,6,4,7
5815,712,9024,13,6,8,6,2
5815,6381,5747,13,6,8,6,2
5816,1390,1386,14,2,5,8,18
5816,2700,9439,14,2,5,8,18
5817,2746,9590,16,2,6,13,2
5817,4262,8711,16,2,6,13,2
5817,6637,7618,16,2,6,13,2
5818,2215,5076,9,7,4,3,8
5819,2574,9730,17,0,1,0,10
5820,2456,8965,17,1,4,8,0
5820,2687,4879,17,1,4,8,0
5820,3522,1131,17,1,4,8,0
5821,558,5412,4,10,10,1,9
5821,4130,4183,4,10,10,1,9
5825,3324,7834,6,3,5,12,8
5825,4268,5896,6,3,5,12,8
5826,226,9567,13,7,9,13,10
5826,3022,885,13,7,9,13,10
5826,6145,3509,13,7,9,13,10
5827,5124,9913,5,2,0,14,3
5827,6624,3760,5,2,0,14,3
5828,2909,5907,13,5,6,14,8
5828,5099,2702,13,5,6,14,8
5829,392,1790,10,9,6,10,4
5830,2620,7317,16,10,0,13,17
5830,6635,6637,16,10,0,13,17
5831,1437,314,12,7,4,7,16
5831,1511,6747,12,7,4,7,16
5832,5517,8418,15,8,2,5,1
5832,6610,4369,15,8,2,5,1
5833,5237,9202,14,2,2,9,11
5834,215,2292,13,2,0,7,17
5834,4638,9697,13,2,0,7,17
5835,508,2067,12,8,10,6,15
5835,1294,96,12,8,10,6,15
5836,1529,2007,17,5,6,5,9
5836,6869,7148,17,5,6,5,9
5837,732,9898,11,0,6,10,7
5837,1652,8241,11,0,6,10,7
5838,2617,6910,17,8,7,5,13
5838,3541,3778,17,8,7,5,13
5838,4475,7185,17,8,7,5,13
5838,6326,112,17,8,7,5,13
5839,2066,8435,16,0,3,14,19
5839,2284,4836,16,0,3,14,19
5839,6109,3738,16,0,3,14,19
5840,3381,1398,16,7,4,2,9
5841,113,6095,14,6,6,14,14
5841,2090,5449,14,6,6,14,14
5841,3653,8366,14,6,6,14,14
5842,1648,5490,18,6,4,4,10
5842,2788,7274,18,6,4,4,10
5844,4658,9966,16,10,6,1,14
5844,5313,5569,16,10,6,1,14
5844,6617,7126,16,10,6,1,14
5846,6799,4929,6,10,9,5,14
5847,4604,1244,0,5,7,7,18
5848,471,6917,7,10,0,5,11
5848,4812,4145,7,10,0,5,11
5848,5727,8325,7,10,0,5,11
5848,5864,2720,7,10,0,5,11
5849,1859,1166,0,9,3,9,0
5849,6280,1416,0,9,3,9,0
5852,293,1277,8,1,2,9,3
5852,2234,2993,8,1,2,9,3
5853,6695,8912,9,0,5,9,7
5854,6182,5807,1,5,5,3,6
5856,4424,114,3,8,3,5,11
5856,5611,6417,3,8,3,5,11
5857,5969,2081,12,9,2,2,12
5858,4902,7769,11,5,5,15,13
5859,2694,5751,9,8,4,3,9
5859,5089,6594,9,8,4,3,9
5860,218,595,11,6,8,15,1
5860,1487,3815,11,6,8,15,1
5860,4061,9013,11,6,8,15,1
5861,1925,4768,8,9,8,1,15
5861,2683,3330,8,9,8,1,15
5862,617,174,15,10,2,3,7
5863,1350,9075,8,3,8,14,18
5863,2377,2909,8,3,8,14,18
5863,4616,3411,8,3,8,14,18
5863,4693,7108,8,3,8,14,18
5863,6399,1832,8,3,8,14,18
5864,4417,8181,17,3,8,9,13
5865,3595,1375,4,6,6,14,15
5866,837,2395,19,1,0,11,0
5866,2381,7433,19,1,0,11,0
5867,228,3907,20,6,1,2,6
5867,5767,9938,20,6,1,2,6
5869,3305,5348,15,5,9,4,6
5870,841,7408,12,7,4,11,20
5871,6174,3355,3,1,3,10,12
5872,4872,1755,10,0,8,7,9
5873,4346,271,15,5,3,3,7
5874,1154,4343,2,1,8,6,16
5874,6904,2997,2,1,8,6,16
5875,6399,3544,20,8,1,9,11
5876,840,5807,16,1,10,15,1
5877,307,8982,14,3,7,4,1
5877,2675,2460,14,3,7,4,1
5878,3722,8700,13,0,1,2,11
5878,4201,739,13,0,1,2,11
5879,1364,9272,12,3,3,14,11
5880,5362,2749,11,5,5,15,14
5880,6462,1536,11,5,5,15,14
5881,3402,1377,20,1,4,7,10
5881,4965,890,20,1,4,7,10
5883,4054,5779,0,0,8,4,0
5883,4264,5478,0,0,8,4,0
5883,4833,6561,0,0,8,4,0
5885,6592,4155,7,6,1,12,10
5886,3947,6601,13,8,5,5,5
5887,2949,6942,10,8,7,4,8
5887,5059,346,10,8,7,4,8
5888,1440,5062,20,4,9,2,6
5888,3233,2624,20,4,9,2,6
5888,3635,377,20,4,9,2,6
5888,4041,2208,20,4,9,2,6
5889,1514,3311,8,7,6,9,19
5889,3535,5139,8,7,6,9,19
5890,2771,9381,4,7,2,6,15
5891,77,1105,7,7,6,13,18
5891,4981,343,7,7,6,13,18
5891,6561,725,7,7,6,13,18
5892,1420,5857,3,2,2,10,9
5893,6523,723,16,10,2,1,7
5895,3067,3866,8,3,4,11,19
5895,6885,4724,8,3,4,11,19
5896,4100,8179,7,3,3,4,8
5896,5578,8965,7,3,3,4,8
5896,5701,3892,7,3,3,4,8
5897,5249,3627,9,2,8,4,2
5898,1318,5716,7,7,4,4,13
5898,2104,5819,7,7,4,4,13
5898,3036,7707,7,7,4,4,13
5898,5044,6365,7,7,4,4,13
5900,328,1703,15,10,0,13,7
5900,6058,2544,15,10,0,13,7
5900,6415,8219,15,10,0,13,7
5901,1675,2873,14,10,10,1,12
5901,2560,4237,14,10,10,1,12
5902,3089,686,15,8,0,0,4
5902,5140,181,15,8,0,0,4
5902,6813,8039,15,8,0,0,4
5903,2358,7531,2,3,8,11,11
5903,4426,9661,2,3,8,11,11
5904,2395,9907,0,3,7,3,0
5904,2527,4079,0,3,7,3,0
5904,5682,23,0,3,7,3,0
5905,1364,2681,7,4,2,5,1
5906,201,8230,19,10,3,11,13
5907,5247,2302,2,6,2,2,7
5907,6714,789,2,6,2,2,7
5909,1634,4845,6,4,9,14,17
5909,6835,1103,6,4,9,14,17
5912,4906,3498,19,10,7,8,9
5912,6185,8086,19,10,7,8,9
5912,6799,2799,19,10,7,8,9
5914,2612,3999,2,3,8,1,0
5915,1600,2034,14,4,10,3,15
5917,3450,4027,13,8,8,6,4
5917,3910,1509,13,8,8,6,4
5918,5824,189,11,0,2,2,16
5919,5548,927,18,7,2,3,6
5919,6431,417,18,7,2,3,6
5921,3311,2469,5,5,0,5,6
5921,3842,780,5,5,0,5,6
5921,5678,7596,5,5,0,5,6
5922,2663,4234,14,2,1,1,7
5922,4975,7587,14,2,1,1,7
5922,6346,9482,14,2,1,1,7
5922,6484,9582,14,2,1,1,7
5923,4950,6370,2,9,9,14,20
5925,4754,712,6,7,9,8,13
5925,5388,9416,6,7,9,8,13
5925,6683,9497,6,7,9,8,13
5926,2847,7267,2,6,9,14,10
5926,4135,42,2,6,9,14,10
5927,4843,5530,18,10,2,4,13
5928,6891,7067,10,5,10,4,5
5929,2249,2496,18,10,2,4,13
5930,5217,3285,0,6,3,9,4
5931,676,4759,15,10,2,8,11
5931,1633,2628,15,10,2,8,11
5931,3996,775,15,10,2,8,11
5931,4068,5858,15,10,2,8,11
5931,6592,3489,15,10,2,8,11
5932,1244,9027,11,5,10,9,11
5932,6691,6541,11,5,10,9,11
5933,4422,8733,13,1,7,8,16
5934,539,9663,3,2,10,9,20
5934,4813,8136,3,2,10,9,20
5935,579,2803,0,3,3,3,9
5935,2056,3760,0,3,3,3,9
5936,517,6469,4,7,0,9,8
5937,3490,9094,7,4,3,9,17
5937,3969,3825,7,4,3,9,17
5937,4377,5872,7,4,3,9,17
5937,4561,7756,7,4,3,9,17
5938,4631,8435,4,9,3,15,7
5938,5464,216,4,9,3,15,7
5939,1193,1523,3,6,4,7,16
5939,2579,1659,3,6,4,7,16
5939,2758,6658,3,6,4,7,16
5939,5891,3149,3,6,4,7,16
5940,1449,5885,9,3,4,15,4
5940,2234,5380,9,3,4,15,4
5940,3361,8993,9,3,4,15,4
5940,6580,2818,9,3,4,15,4
5942,1086,3772,7,7,5,6,20
5942,2117,4384,7,7,5,6,20
5942,4718,5297,7,7,5,6,20
5943,2822,8224,6,10,6,0,5
5943,4410,2491,6,10,6,0,5
5945,1927,9793,16,1,0,6,3
5946,2246,8881,5,3,10,11,13
5946,5863,8183,5,3,10,11,13
5946,5967,5846,5,3,10,11,13
5947,1139,9157,6,1,3,9,18
5947,2536,9023,6,1,3,9,18
5947,2674,6042,6,1,3,9,18
5947,3055,672,6,1,3,9,18
5948,121,4137,17,5,10,1,7
5948,6332,9522,17,5,10,1,7
5949,3087,9727,5,8,1,10,19
5949,3129,8727,5,8,1,10,19
5949,5989,6592,5,8,1,10,19
5949,6084,3692,5,8,1,10,19
5950,2337,6571,16,3,1,10,11
5950,2550,8668,16,3,1,10,11
5951,1545,902,3,8,3,5,11
5951,4586,916,3,8,3,5,11
5951,5278,602,3,8,3,5,11
5952,398,3537,10,2,1,6,18
5952,934,9097,10,2,1,6,18
5952,4474,4386,10,2,1,6,18
5953,5753,1660,6,4,9,7,5
5954,2054,3995,6,5,3,1,15
5954,3567,7903,6,5,3,1,15
5956,1100,9869,4,5,6,15,1
5956,6232,5446,4,5,6,15,1
5956,6740,7358,4,5,6,15,1
5957,226,8979,1,0,9,5,13
5957,3083,4449,1,0,9,5,13
5958,620,1821,17,8,7,5,12
5958,5464,9369,17,8,7,5,12
5959,2675,8046,0,10,7,5,20
5959,3397,7304,0,10,7,5,20
5959,4744,4540,0,10,7,5,20
5959,6321,9990,0,10,7,5,20
5960,349,1137,4,3,6,10,11
5960,2077,6502,4,3,6,10,11
5960,3115,6804,4,3,6,10,11
5961,3378,1059,19,6,2,15,17
5961,4962,3092,19,6,2,15,17
5962,3291,7126,16,6,8,11,1
5963,380,320,18,6,0,0,18
5965,2713,1484,7,0,5,11,17
5965,6005,233,7,0,5,11,17
5966,4122,4327,4,4,0,9,5
5966,5338,1431,4,4,0,9,5
5966,6681,3455,4,4,0,9,5
5966,6933,8671,4,4,0,9,5
5968,1942,9766,20,0,1,7,9
5968,4227,4865,20,0,1,7,9
5969,3429,4844,7,2,2,3,17
5971,2761,1243,12,6,3,7,2
5971,6438,8167,12,6,3,7,2
5972,331,2141,15,9,9,0,7
5972,1782,3680,15,9,9,0,7
5973,346,9617,10,8,7,1,11
5973,642,6067,10,8,7,1,11
5976,4893,3853,12,0,5,5,1
5976,5559,459,12,0,5,5,1
5977,6334,2962,15,6,6,14,4
5979,1566,1046,4,0,2,11,11
5979,5902,4492,4,0,2,11,11
5979,6335,5130,4,0,2,11,11
5980,387,2099,7,2,8,11,5
5980,4444,1767,7,2,8,11,5
5981,671,5851,9,7,9,5,20
5983,329,1334,15,5,10,1,3
5983,1437,6147,15,5,10,1,3
5983,3449,9858,15,5,10,1,3
5983,4527,5315,15,5,10,1,3
5984,3116,4736,19,1,7,14,5
5984,5032,8783,19,1,7,14,5
5985,410,9844,15,0,4,13,14
5986,4206,9356,0,9,8,3,18
5987,4896,1539,8,9,6,9,8
5989,4281,3953,2,9,4,2,17
5989,6150,5440,2,9,4,2,17
5990,1561,7205,18,4,1,1,9
5990,2866,5311,18,4,1,1,9
5990,4657,2244,18,4,1,1,9
5990,5410,2818,18,4,1,1,9
5991,5946,8371,3,1,2,6,1
5992,3455,5913,20,6,9,2,12
5992,3887,6968,20,6,9,2,12
5992,5880,1406,20,6,9,2,12
5993,58,1044,5,7,9,3,11
5993,839,6583,5,7,9,3,11
5994,4679,4823,16,10,2,15,20
5994,5170,924,16,10,2,15,20
5995,5499,8153,2,4,7,9,10
5996,5207,163,18,9,3,14,3
5997,2490,86,12,0,10,15,15
5999,3196,3246,4,9,2,5,20
6000,540,1699,1,1,8,5,8
6002,664,5533,0,5,6,7,4
6002,2290,4878,0,5,6,7,4
6002,3403,6871,0,5,6,7,4
6003,4599,5980,6,5,6,3,12
6004,6576,5961,13,7,2,7,11
6005,6265,8893,3,0,5,7,17
6006,3048,9170,9,0,1,14,6
6006,4507,9637,9,0,1,14,6
6007,5869,5315,8,10,3,11,10
6008,6832,6878,10,8,3,3,20
6009,2054,8040,19,8,4,1,17
6009,4706,3723,19,8,4,1,17
6010,6095,49,7,8,5,13,0
6012,146,6878,18,5,4,15,7
6013,1060,5220,7,8,4,12,10
6013,3001,2657,7,8,4,12,10
6013,6261,1175,7,8,4,12,10
6013,6516,3516,7,8,4,12,10
6014,1392,5166,9,10,5,13,0
6014,4367,1171,9,10,5,13,0
6014,5465,2375,9,10,5,13,0
6015,5794,4616,19,3,10,1,2
6018,886,9491,3,7,6,8,17
6019,3695,2572,16,3,7,5,1
6020,18,8754,18,1,0,8,9
6020,1462,9764,18,1,0,8,9
6020,3939,1892,18,1,0,8,9
6021,5105,7608,9,6,8,7,7
6021,6023,9352,9,6,8,7,7
6022,1237,3650,12,0,8,4,19
6023,433,4066,20,0,2,13,17
6023,5315,3015,20,0,2,13,17
6023,5989,4269,20,0,2,13,17
6023,6325,9037,20,0,2,13,17
6024,3745,6888,18,2,6,3,10
6026,2404,9463,7,4,1,2,8
6026,6551,5319,7,4,1,2,8
6026,6686,8072,7,4,1,2,8
6027,5379,640,5,2,6,12,12
6027,6016,4731,5,2,6,12,12
6028,449,4135,5,8,9,1,20
6028,1978,7949,5,8,9,1,20
6028,6464,277,5,8,9,1,20
6029,4312,7797,1,9,1,14,15
6030,6444,7169,6,5,9,3,4
6031,3981,3273,7,7,4,4,13
6031,4581,1846,7,7,4,4,13
6031,5674,6656,7,7,4,4,13
6032,5366,6472,9,9,3,15,12
6032,6515,8680,9,9,3,15,12
6033,1311,6055,12,9,10,2,14
6035,946,7446,8,9,0,13,5
6035,989,8793,8,9,0,13,5
6037,6814,519,15,2,4,14,12
6038,1505,5344,19,8,0,5,4
6039,2601,692,7,5,2,14,2
6040,3940,864,17,2,2,1,20
6040,4218,4971,17,2,2,1,20
6041,4122,6503,14,0,10,2,17
6041,4142,6917,14,0,10,2,17
6041,4257,1656,14,0,10,2,17
6042,296,1382,10,3,1,14,3
6042,5018,539,10,3,1,14,3
6043,1448,2332,8,5,0,15,3
6044,2517,6351,8,10,10,12,8
6044,6017,5775,8,10,10,12,8
6045,5148,4561,20,4,8,2,9
6045,5835,6145,20,4,8,2,9
6046,2217,3666,10,4,7,14,12
6047,5408,6620,2,0,5,4,15
6048,3819,897,16,4,3,11,12
6049,478,7129,0,5,4,8,5
6049,977,2870,0,5,4,8,5
6049,2223,3623,0,5,4,8,5
6051,921,1192,17,0,8,8,9
6051,2387,6178,17,0,8,8,9
6052,2539,1166,13,5,2,8,18
6055,1747,7003,16,4,3,3,18
6056,5954,4678,19,6,8,13,14
6056,6920,1978,19,6,8,13,14
6057,1777,4512,5,6,10,4,4
6058,6672,4900,12,4,4,15,7
6059,5624,5583,7,2,9,13,20
6059,5854,3536,7,2,9,13,20
6060,6295,40,3,4,2,8,5
6061,91,2215,7,10,5,15,3
6061,1226,1071,7,10,5,15,3
6061,1928,1891,7,10,5,15,3
6061,5401,1209,7,10,5,15,3
6061,6756,3205,7,10,5,15,3
6062,2381,4984,20,2,2,14,0
6063,414,3562,1,7,3,13,1
6063,2678,1810,1,7,3,13,1
6064,4082,8690,4,9,9,3,12
6064,6012,8756,4,9,9,3,12
6067,930,9160,12,0,9,9,4
6067,3845,8202,12,0,9,9,4
6067,6752,7877,12,0,9,9,4
6068,5332,3565,14,8,9,2,7
6069,551,7298,5,2,10,1,13
6070,1265,2609,10,8,6,1,8
6070,2660,11,10,8,6,1,8
6071,1097,8174,11,6,5,2,16
6071,2146,7358,11,6,5,2,16
6072,3902,7623,6,2,0,13,16
6073,2333,512,20,4,7,13,16
6073,4572,2997,20,4,7,13,16
6077,2292,9362,10,6,5,14,15
6077,3284,3883,10,6,5,14,15
6077,3491,7463,10,6,5,14,15
6078,2754,8526,7,9,10,0,11
6078,6716,8118,7,9,10,0,11
6079,1205,4630,7,8,6,4,1
6079,4319,6331,7,8,6,4,1
6080,2436,6416,18,7,9,4,11
6080,4811,5851,18,7,9,4,11
6081,4701,9727,12,6,9,15,20
6084,1351,4069,12,5,9,12,3
6087,2514,782,3,2,7,7,18
6087,4498,2937,3,2,7,7,18
6087,5541,4110,3,2,7,7,18
6088,2471,4416,10,5,5,6,2
6089,3748,3672,0,7,4,4,5
6090,157,793,16,0,7,12,17
6090,4506,3557,16,0,7,12,17
6092,77,2090,13,2,4,4,0
6092,3583,7719,13,2,4,4,0
6092,4431,8929,13,2,4,4,0
6094,1773,5675,17,3,2,4,17
6094,4921,1855,17,3,2,4,17
6095,2309,4465,6,6,8,2,14
6097,3187,967,10,3,10,7,7
6097,6804,3491,10,3,10,7,7
6099,966,6072,2,6,2,14,16
6099,3522,9849,2,6,2,14,16
6100,2622,2910,15,2,5,11,17
6100,6032,3592,15,2,5,11,17
6101,4265,6636,13,8,8,1,9
6101,5230,6401,13,8,8,1,9
6102,5224,1374,3,5,10,0,15
6103,3000,6941,20,4,6,11,15
6103,3581,446,20,4,6,11,15
6105,3,8306,5,3,5,1,13
6105,2820,357,5,3,5,1,13
6106,3465,6505,19,6,1,7,17
6108,25,4768,20,5,3,4,0
6108,912,1223,20,5,3,4,0
6109,5868,580,12,1,5,12,15
6110,962,8055,9,2,0,15,16
6112,2157,9889,18,5,9,6,0
6112,2570,4712,18,5,9,6,0
6113,2604,7264,17,8,6,5,3
6114,4110,4035,0,8,5,15,20
6115,444,229,3,3,1,3,12
6115,804,8857,3,3,1,3,12
6115,4508,4786,3,3,1,3,12
6117,522,3607,16,8,1,4,0
6117,1908,7482,16,8,1,4,0
6117,3977,2700,16,8,1,4,0
6118,3328,8531,3,3,9,1,1
6120,3824,8810,20,1,3,12,1
6120,5008,2779,20,1,3,12,1
6121,2557,5412,3,2,8,2,20
6121,2569,2995,3,2,8,2,20
6121,5344,8954,3,2,8,2,20
6122,787,2164,5,8,1,11,19
6122,3703,9197,5,8,1,11,19
6122,5245,4932,5,8,1,11,19
6125,4528,9996,0,2,9,11,17
6126,2596,2502,0,3,4,4,5
6126,4135,4879,0,3,4,4,5
6127,3880,1574,17,4,9,4,5
6128,4154,9796,9,0,9,0,2
6128,6583,4176,9,0,9,0,2
6129,1302,8971,16,6,3,7,15
6129,5502,5385,16,6,3,7,15
6130,6040,1768,5,4,8,15,16
6131,1691,4591,20,2,7,0,16
6131,3263,3538,20,2,7,0,16
6131,3729,1596,20,2,7,0,16
6131,5547,6828,20,2,7,0,16
6133,1087,4871,0,10,7,12,5
6133,3422,8179,0,10,7,12,5
6133,5942,7100,0,10,7,12,5
6135,2866,103,9,1,3,8,5
6135,4225,950,9,1,3,8,5
6135,4571,1332,9,1,3,8,5
6135,5365,7787,9,1,3,8,5
6136,2511,8012,18,0,5,8,12
6137,747,4899,6,5,2,10,3
6137,2196,1934,6,5,2,10,3
6137,2251,1859,6,5,2,10,3
6137,5968,8132,6,5,2,10,3
6138,1514,1933,10,4,7,14,3
6138,4514,4061,10,4,7,14,3
6138,4901,3478,10,4,7,14,3
6138,6928,8902,10,4,7,14,3
6140,1669,4037,15,6,0,1,0
6140,2066,5207,15,6,0,1,0
6141,1096,7691,11,8,1,1,20
6141,2417,6695,11,8,1,1,20
6142,5181,7789,12,0,3,11,3
6143,6353,4091,0,7,2,11,12
6143,6770,1986,0,7,2,11,12
6144,1030,3446,17,2,10,14,3
6144,1314,2678,17,2,10,14,3
6144,2018,3233,17,2,10,14,3
6148,205,9822,10,3,4,11,8
6148,4121,2510,10,3,4,11,8
6148,6618,6321,10,3,4,11,8
6149,6064,2195,5,5,4,10,13
6150,1312,8638,12,2,7,9,2
6151,1303,2057,19,4,6,11,18
6151,2791,1922,19,4,6,11,18
6151,5212,1908,19,4,6,11,18
